video_id,video_url,video_caption,scrape_timestamp,entry_id,parent_comment_id,is_reply,text_content,author_username,author_nickname,creation_timestamp,comment_total_replies
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,5a28433f-8773-4e57-a74f-de2283795967,,False,It looks like Skyrim.,demoknihgt,stolen sweet roll,2025-06-02 04:23:31,2.0
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,6b129be3-f800-48f1-b8b8-398b03b06f67,5a28433f-8773-4e57-a74f-de2283795967,True,Because it is,cyberninja5950,Cyber,2025-06-02 05:06:02,
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,1fb80264-9830-4fc1-9c80-1694b9e4be3d,5a28433f-8773-4e57-a74f-de2283795967,True,I understand,demoknihgt,stolen sweet roll,2025-06-02 05:51:25,
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,ba9ac0f9-213c-418c-9cea-92e718682047,,False,And then your choices actually lead to an ending,hyperespioenthusiast,hyperespioenthusiast,2025-06-02 04:19:39,5.0
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,cf0a68e3-a0c1-4a0e-a5b0-32e2636ddfba,ba9ac0f9-213c-418c-9cea-92e718682047,True,Rdr2 ✌️🥀🥀,floris09_09,floris09_09,2025-06-02 04:22:15,
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,63fd5afe-874b-4a2b-b1d6-4fb2d22241b6,ba9ac0f9-213c-418c-9cea-92e718682047,True,Epic Mickey🙏,whycantigetunits,SSGSS Vegeta,2025-06-02 08:16:29,
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,2e2f304d-19d7-40e9-9476-1f25e8d5d092,ba9ac0f9-213c-418c-9cea-92e718682047,True,Thankful Nic was actually the guardian of the seal and needed that relic to keep the seal intact.,gameawaves,gameawaves,2025-06-03 04:20:42,
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,20edb584-d541-485a-bacf-59129363bb3f,ba9ac0f9-213c-418c-9cea-92e718682047,True,undertale,car_carp2,car_carp,2025-06-02 14:49:40,
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,b752ed06-e2d1-43ab-a9e4-3047572d4108,ba9ac0f9-213c-418c-9cea-92e718682047,True,Lol,paw_roxie,-+🎸 ROXIE 🎸+-,2025-06-02 04:53:09,
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,b01e5a73-6429-45d4-9ad0-4a6295dfc90d,,False,And then u sell it again,exvirty1,exvirty,2025-06-05 03:10:41,0.0
7511092308184681771,7511092308184681771,When Gaming Turns You into a Villain… #gamingmemes #videogames ,2025-06-05 08:47:44.854113,9a11d5c5-9269-44af-9982-93b46a837546,,False,This is so relatable! Gaming can definitely bring out the villain in you sometimes.,dyqjsxhb80nh,Amely 👇,2025-06-02 04:18:49,6.0
